,state1,stim_left,stim_right,rt_1,choice1,response1,rt_2,points,state2,stim_state2,stake,score,practice,rews1,rews2,background,high_arm,trial_type,trial_index,time_elapsed,internal_node_id,subid,stim_left_num,stim_right_num
0,3,object_02,object_05,648.0,6,2,445.0,0.0,2,object_04,1,0,0,0,0,library_11,2,memory-2step-stake-s,487,845765,0.0-18.0-0.0-0.0,1333,5,6
1,3,object_05,object_02,623.0,6,1,395.0,0.2222222222222222,2,object_04,1,2,0,1,2,library_14,2,memory-2step-stake-s,488,853577,0.0-18.0-0.0-0.1,1333,6,5
2,1,object_10,object_08,698.0,1,1,398.0,0.2222222222222222,1,object_01,5,12,0,2,2,desert_14,2,memory-2step-stake-s,489,861395,0.0-18.0-0.0-0.2,1333,1,2
3,4,object_09,object_06,856.0,7,2,620.0,0.5555555555555556,1,object_01,5,37,0,5,2,restaurant_30,2,memory-2step-stake-s,490,869734,0.0-18.0-0.0-0.3,1333,8,7
4,4,object_06,object_09,562.0,7,1,558.0,0.1111111111111111,1,object_01,1,38,0,1,5,restaurant_14,2,memory-2step-stake-s,491,877607,0.0-18.0-0.0-0.4,1333,7,8
5,2,object_07,object_03,963.0,4,2,545.0,0.2222222222222222,2,object_04,5,48,0,3,2,forest_6,2,memory-2step-stake-s,492,885568,0.0-18.0-0.0-0.5,1333,3,4
6,4,object_06,object_09,714.0,7,1,383.0,0.5555555555555556,1,object_01,1,53,0,5,2,restaurant_12,2,memory-2step-stake-s,493,893672,0.0-18.0-0.0-0.6,1333,7,8
7,2,object_03,object_07,622.0,3,2,388.0,0.5555555555555556,1,object_01,5,78,0,5,2,forest_29,2,memory-2step-stake-s,494,901783,0.0-18.0-0.0-0.7,1333,4,3
8,3,object_02,object_05,627.0,5,1,316.0,0.6666666666666666,1,object_01,1,84,0,6,1,library_18,2,memory-2step-stake-s,495,909922,0.0-18.0-0.0-0.8,1333,5,6
9,3,object_05,object_02,578.0,5,2,323.0,0.4444444444444444,1,object_01,1,88,0,4,1,library_1,2,memory-2step-stake-s,496,917865,0.0-18.0-0.0-0.9,1333,6,5
10,3,object_05,object_02,536.0,5,2,567.0,0.4444444444444444,1,object_01,1,92,0,4,3,library_26,2,memory-2step-stake-s,497,926048,0.0-18.0-0.0-0.10,1333,6,5
11,4,object_06,object_09,544.0,7,1,410.0,0.5555555555555556,1,object_01,1,97,0,5,2,restaurant_16,2,memory-2step-stake-s,498,934183,0.0-18.0-0.0-0.11,1333,7,8
12,1,object_10,object_08,774.0,1,1,433.0,0.2222222222222222,1,object_01,1,99,0,2,1,desert_30,2,memory-2step-stake-s,499,942034,0.0-18.0-0.0-0.12,1333,1,2
13,3,object_02,object_05,621.0,5,1,655.0,0.5555555555555556,1,object_01,1,104,0,5,2,library_15,2,memory-2step-stake-s,500,950411,0.0-18.0-0.0-0.13,1333,5,6
14,2,object_07,object_03,547.0,3,1,428.0,0.5555555555555556,1,object_01,5,129,0,5,3,forest_15,2,memory-2step-stake-s,501,958560,0.0-18.0-0.0-0.14,1333,3,4
15,1,object_10,object_08,772.0,2,2,638.0,0.3333333333333333,2,object_04,5,144,0,5,3,desert_14,2,memory-2step-stake-s,502,966715,0.0-18.0-0.0-0.15,1333,1,2
16,4,object_09,object_06,661.0,7,2,440.0,0.7777777777777778,1,object_01,5,179,0,7,2,restaurant_15,2,memory-2step-stake-s,503,975078,0.0-18.0-0.0-0.16,1333,8,7
17,1,object_10,object_08,956.0,1,1,441.0,0.4444444444444444,1,object_01,5,199,0,4,4,desert_12,2,memory-2step-stake-s,504,983138,0.0-18.0-0.0-0.17,1333,1,2
18,1,object_08,object_10,1123.0,1,2,407.0,0.4444444444444444,1,object_01,5,219,0,4,6,desert_27,2,memory-2step-stake-s,505,991166,0.0-18.0-0.0-0.18,1333,2,1
19,4,object_06,object_09,553.0,7,1,390.0,0.5555555555555556,1,object_01,1,224,0,5,5,restaurant_32,2,memory-2step-stake-s,506,999279,0.0-18.0-0.0-0.19,1333,7,8
20,3,object_05,object_02,649.0,5,2,434.0,0.2222222222222222,1,object_01,1,226,0,2,5,library_15,2,memory-2step-stake-s,507,1007127,0.0-18.0-0.0-0.20,1333,6,5
21,2,object_03,object_07,596.0,3,2,385.0,0.0,1,object_01,5,226,0,0,5,forest_14,2,memory-2step-stake-s,508,1014727,0.0-18.0-0.0-0.21,1333,4,3
22,3,object_02,object_05,1084.0,6,2,346.0,0.2222222222222222,2,object_04,5,236,0,1,2,library_6,2,memory-2step-stake-s,509,1022488,0.0-18.0-0.0-0.22,1333,5,6
23,1,object_08,object_10,753.0,1,2,310.0,0.3333333333333333,1,object_01,5,251,0,3,3,desert_19,2,memory-2step-stake-s,510,1030316,0.0-18.0-0.0-0.23,1333,2,1
24,4,object_06,object_09,866.0,8,2,337.0,0.3333333333333333,2,object_04,1,254,0,3,3,restaurant_30,2,memory-2step-stake-s,511,1038172,0.0-18.0-0.0-0.24,1333,7,8
25,2,object_03,object_07,849.0,3,2,325.0,0.5555555555555556,1,object_01,5,279,0,5,1,forest_8,2,memory-2step-stake-s,512,1046218,0.0-18.0-0.0-0.25,1333,4,3
26,3,object_05,object_02,671.0,5,2,714.0,0.6666666666666666,1,object_01,1,285,0,6,4,library_21,2,memory-2step-stake-s,513,1054752,0.0-18.0-0.0-0.26,1333,6,5
27,1,object_10,object_08,767.0,1,1,374.0,0.6666666666666666,1,object_01,5,315,0,6,5,desert_13,2,memory-2step-stake-s,514,1062944,0.0-18.0-0.0-0.27,1333,1,2
28,3,object_02,object_05,529.0,5,1,818.0,0.6666666666666666,1,object_01,1,321,0,6,9,library_15,2,memory-2step-stake-s,515,1071582,0.0-18.0-0.0-0.28,1333,5,6
29,3,object_02,object_05,540.0,5,1,526.0,0.5555555555555556,1,object_01,1,326,0,5,8,library_11,2,memory-2step-stake-s,516,1079833,0.0-18.0-0.0-0.29,1333,5,6
30,1,object_10,object_08,809.0,1,1,522.0,0.3333333333333333,1,object_01,5,341,0,3,6,desert_22,2,memory-2step-stake-s,517,1087873,0.0-18.0-0.0-0.30,1333,1,2
31,3,object_05,object_02,670.0,5,2,325.0,0.3333333333333333,1,object_01,5,356,0,3,8,library_3,2,memory-2step-stake-s,518,1095714,0.0-18.0-0.0-0.31,1333,6,5
32,3,object_02,object_05,978.0,5,1,-1.0,0.0,1,object_01,1,356,0,4,7,library_18,2,memory-2step-stake-s,519,1104230,0.0-18.0-0.0-0.32,1333,5,6
33,2,object_03,object_07,763.0,3,2,579.0,0.2222222222222222,1,object_01,5,366,0,2,8,forest_15,2,memory-2step-stake-s,520,1112227,0.0-18.0-0.0-0.33,1333,4,3
34,2,object_03,object_07,580.0,3,2,381.0,0.2222222222222222,1,object_01,5,376,0,2,7,forest_28,2,memory-2step-stake-s,521,1120025,0.0-18.0-0.0-0.34,1333,4,3
35,1,object_08,object_10,597.0,1,2,558.0,0.0,1,object_01,5,376,0,0,7,desert_7,2,memory-2step-stake-s,522,1127797,0.0-18.0-0.0-0.35,1333,2,1
36,4,object_06,object_09,827.0,7,1,572.0,0.3333333333333333,1,object_01,1,379,0,3,7,restaurant_14,2,memory-2step-stake-s,523,1135887,0.0-18.0-0.0-0.36,1333,7,8
37,4,object_09,object_06,848.0,8,1,431.0,0.4444444444444444,2,object_04,1,383,0,1,4,restaurant_9,2,memory-2step-stake-s,524,1143942,0.0-18.0-0.0-0.37,1333,8,7
38,2,object_03,object_07,547.0,4,1,312.0,0.4444444444444444,2,object_04,5,403,0,2,4,forest_27,2,memory-2step-stake-s,525,1151872,0.0-18.0-0.0-0.38,1333,4,3
39,4,object_09,object_06,557.0,7,2,303.0,0.2222222222222222,1,object_01,5,413,0,2,4,restaurant_32,2,memory-2step-stake-s,526,1159592,0.0-18.0-0.0-0.39,1333,8,7
40,2,object_07,object_03,914.0,3,1,507.0,0.1111111111111111,1,object_01,5,418,0,1,7,forest_12,2,memory-2step-stake-s,527,1167412,0.0-18.0-0.0-0.40,1333,3,4
41,1,object_08,object_10,911.0,2,1,356.0,0.7777777777777778,2,object_04,5,453,0,2,7,desert_8,2,memory-2step-stake-s,528,1175693,0.0-18.0-0.0-0.41,1333,2,1
42,4,object_09,object_06,610.0,7,2,331.0,0.1111111111111111,1,object_01,1,454,0,1,5,restaurant_22,2,memory-2step-stake-s,529,1183338,0.0-18.0-0.0-0.42,1333,8,7
43,1,object_10,object_08,1205.0,2,2,385.0,0.5555555555555556,2,object_04,5,479,0,3,5,desert_9,2,memory-2step-stake-s,530,1191444,0.0-18.0-0.0-0.43,1333,1,2
44,4,object_06,object_09,844.0,7,1,321.0,0.5555555555555556,1,object_01,5,504,0,5,4,restaurant_2,2,memory-2step-stake-s,531,1199488,0.0-18.0-0.0-0.44,1333,7,8
45,1,object_10,object_08,961.0,2,2,346.0,0.2222222222222222,2,object_04,5,514,0,4,2,desert_29,2,memory-2step-stake-s,532,1207251,0.0-18.0-0.0-0.45,1333,1,2
46,1,object_10,object_08,510.0,2,2,324.0,0.4444444444444444,2,object_04,5,534,0,1,4,desert_14,2,memory-2step-stake-s,533,1215193,0.0-18.0-0.0-0.46,1333,1,2
47,1,object_10,object_08,498.0,2,2,313.0,0.6666666666666666,2,object_04,5,564,0,3,6,desert_13,2,memory-2step-stake-s,534,1223330,0.0-18.0-0.0-0.47,1333,1,2
48,2,object_07,object_03,993.0,4,2,403.0,0.8888888888888888,2,object_04,5,604,0,6,8,forest_18,2,memory-2step-stake-s,535,1231758,0.0-18.0-0.0-0.48,1333,3,4
49,4,object_06,object_09,842.0,7,1,332.0,0.8888888888888888,1,object_01,1,612,0,8,9,restaurant_26,2,memory-2step-stake-s,536,1240114,0.0-18.0-0.0-0.49,1333,7,8
50,1,object_10,object_08,448.0,2,2,370.0,0.6666666666666666,2,object_04,5,642,0,9,6,desert_20,2,memory-2step-stake-s,537,1248304,0.0-18.0-0.0-0.50,1333,1,2
51,2,object_07,object_03,766.0,3,1,310.0,0.8888888888888888,1,object_01,5,682,0,8,5,forest_12,2,memory-2step-stake-s,538,1256637,0.0-18.0-0.0-0.51,1333,3,4
52,2,object_03,object_07,759.0,3,2,290.0,0.8888888888888888,1,object_01,5,722,0,8,5,forest_27,2,memory-2step-stake-s,539,1264954,0.0-18.0-0.0-0.52,1333,4,3
53,3,object_05,object_02,716.0,6,1,338.0,0.5555555555555556,2,object_04,1,727,0,9,5,library_27,2,memory-2step-stake-s,540,1273013,0.0-18.0-0.0-0.53,1333,6,5
54,2,object_03,object_07,663.0,3,2,303.0,0.8888888888888888,1,object_01,5,767,0,8,1,forest_29,2,memory-2step-stake-s,541,1281341,0.0-18.0-0.0-0.54,1333,4,3
55,4,object_09,object_06,629.0,8,1,379.0,0.1111111111111111,2,object_04,1,768,0,6,1,restaurant_14,2,memory-2step-stake-s,542,1289034,0.0-18.0-0.0-0.55,1333,8,7
56,1,object_08,object_10,523.0,2,1,322.0,0.0,2,object_04,5,768,0,7,0,desert_20,2,memory-2step-stake-s,543,1296572,0.0-18.0-0.0-0.56,1333,2,1
57,1,object_10,object_08,757.0,2,2,292.0,0.0,2,object_04,1,768,0,7,0,desert_7,2,memory-2step-stake-s,544,1304078,0.0-18.0-0.0-0.57,1333,1,2
58,3,object_02,object_05,728.0,5,1,309.0,0.3333333333333333,1,object_01,5,783,0,3,2,library_11,2,memory-2step-stake-s,545,1311903,0.0-18.0-0.0-0.58,1333,5,6
59,4,object_06,object_09,635.0,7,1,472.0,0.4444444444444444,1,object_01,1,787,0,4,1,restaurant_22,2,memory-2step-stake-s,546,1319990,0.0-18.0-0.0-0.59,1333,7,8
60,2,object_07,object_03,767.0,4,2,302.0,0.1111111111111111,2,object_04,5,792,0,4,1,forest_19,2,memory-2step-stake-s,547,1327605,0.0-18.0-0.0-0.60,1333,3,4
61,1,object_10,object_08,483.0,2,2,396.0,0.0,2,object_04,5,792,0,5,0,desert_17,2,memory-2step-stake-s,548,1335213,0.0-18.0-0.0-0.61,1333,1,2
62,4,object_06,object_09,546.0,7,1,37.0,0.3333333333333333,1,object_01,1,795,0,3,0,restaurant_17,2,memory-2step-stake-s,549,1342765,0.0-18.0-0.0-0.62,1333,7,8
63,3,object_02,object_05,552.0,6,2,434.0,0.2222222222222222,2,object_04,1,797,0,1,2,library_14,2,memory-2step-stake-s,550,1350613,0.0-18.0-0.0-0.63,1333,5,6
64,4,object_09,object_06,694.0,7,2,374.0,0.1111111111111111,1,object_01,1,798,0,1,1,restaurant_31,2,memory-2step-stake-s,551,1358299,0.0-18.0-0.0-0.64,1333,8,7
65,4,object_06,object_09,409.0,7,1,297.0,0.4444444444444444,1,object_01,1,802,0,4,2,restaurant_17,2,memory-2step-stake-s,552,1366215,0.0-18.0-0.0-0.65,1333,7,8
66,3,object_02,object_05,719.0,6,2,282.0,0.3333333333333333,2,object_04,5,817,0,5,3,library_25,2,memory-2step-stake-s,553,1374016,0.0-18.0-0.0-0.66,1333,5,6
67,2,object_07,object_03,1214.0,4,2,372.0,0.5555555555555556,2,object_04,5,842,0,3,5,forest_20,2,memory-2step-stake-s,554,1382105,0.0-18.0-0.0-0.67,1333,3,4
68,2,object_03,object_07,1032.0,4,1,360.0,0.3333333333333333,2,object_04,1,845,0,4,3,forest_19,2,memory-2step-stake-s,555,1389980,0.0-18.0-0.0-0.68,1333,4,3
69,4,object_06,object_09,1086.0,7,1,366.0,0.6666666666666666,1,object_01,1,851,0,6,3,restaurant_12,2,memory-2step-stake-s,556,1398172,0.0-18.0-0.0-0.69,1333,7,8
70,1,object_08,object_10,845.0,2,1,305.0,0.4444444444444444,2,object_04,1,855,0,6,4,desert_13,2,memory-2step-stake-s,557,1406096,0.0-18.0-0.0-0.70,1333,2,1
71,1,object_10,object_08,498.0,2,2,308.0,0.4444444444444444,2,object_04,5,875,0,3,4,desert_25,2,memory-2step-stake-s,558,1414023,0.0-18.0-0.0-0.71,1333,1,2
72,3,object_02,object_05,758.0,5,1,376.0,0.2222222222222222,1,object_01,1,877,0,2,4,library_12,2,memory-2step-stake-s,559,1421814,0.0-18.0-0.0-0.72,1333,5,6
73,2,object_07,object_03,663.0,4,2,386.0,0.4444444444444444,2,object_04,5,897,0,2,4,forest_19,2,memory-2step-stake-s,560,1429820,0.0-18.0-0.0-0.73,1333,3,4
74,4,object_09,object_06,1128.0,8,1,387.0,0.1111111111111111,2,object_04,1,898,0,1,1,restaurant_14,2,memory-2step-stake-s,561,1437525,0.0-18.0-0.0-0.74,1333,8,7
75,2,object_07,object_03,875.0,3,1,349.0,0.1111111111111111,1,object_01,5,903,0,1,1,forest_14,2,memory-2step-stake-s,562,1445189,0.0-18.0-0.0-0.75,1333,3,4
76,2,object_03,object_07,506.0,3,2,479.0,0.2222222222222222,1,object_01,5,913,0,2,2,forest_29,2,memory-2step-stake-s,563,1453083,0.0-18.0-0.0-0.76,1333,4,3
77,2,object_07,object_03,577.0,3,1,507.0,0.0,1,object_01,1,913,0,0,3,forest_6,2,memory-2step-stake-s,564,1460803,0.0-18.0-0.0-0.77,1333,3,4
78,3,object_05,object_02,686.0,6,1,299.0,0.1111111111111111,2,object_04,1,914,0,3,1,library_22,2,memory-2step-stake-s,565,1468416,0.0-18.0-0.0-0.78,1333,6,5
79,3,object_02,object_05,799.0,6,2,413.0,0.0,2,object_04,5,914,0,4,0,library_21,2,memory-2step-stake-s,566,1476045,0.0-18.0-0.0-0.79,1333,5,6
80,4,object_09,object_06,620.0,7,2,473.0,0.8888888888888888,1,object_01,1,922,0,8,2,restaurant_1,2,memory-2step-stake-s,567,1484543,0.0-18.0-0.0-0.80,1333,8,7
81,1,object_08,object_10,686.0,2,1,301.0,0.0,2,object_04,5,922,0,8,0,desert_8,2,memory-2step-stake-s,568,1492057,0.0-18.0-0.0-0.81,1333,2,1
82,3,object_05,object_02,1136.0,5,2,579.0,1.0,1,object_01,5,967,0,9,0,library_15,2,memory-2step-stake-s,569,1500762,0.0-18.0-0.0-0.82,1333,6,5
83,2,object_07,object_03,944.0,3,1,380.0,0.7777777777777778,1,object_01,5,1002,0,7,0,forest_7,2,memory-2step-stake-s,570,1509066,0.0-18.0-0.0-0.83,1333,3,4
84,4,object_09,object_06,728.0,8,1,270.0,0.1111111111111111,2,object_04,1,1003,0,6,1,restaurant_31,2,memory-2step-stake-s,571,1516649,0.0-18.0-0.0-0.84,1333,8,7
85,1,object_10,object_08,901.0,2,2,339.0,0.0,2,object_04,5,1003,0,8,0,desert_29,2,memory-2step-stake-s,572,1524200,0.0-18.0-0.0-0.85,1333,1,2
86,4,object_09,object_06,536.0,7,2,281.0,1.0,1,object_01,1,1012,0,9,2,restaurant_1,2,memory-2step-stake-s,573,1532607,0.0-18.0-0.0-0.86,1333,8,7
87,1,object_10,object_08,1151.0,1,1,338.0,0.8888888888888888,1,object_01,1,1020,0,8,0,desert_7,2,memory-2step-stake-s,574,1540967,0.0-18.0-0.0-0.87,1333,1,2
88,2,object_03,object_07,578.0,3,2,337.0,0.6666666666666666,1,object_01,5,1050,0,6,1,forest_1,2,memory-2step-stake-s,575,1549131,0.0-18.0-0.0-0.88,1333,4,3
89,2,object_07,object_03,652.0,3,1,383.0,0.6666666666666666,1,object_01,5,1080,0,6,1,forest_1,2,memory-2step-stake-s,576,1557334,0.0-18.0-0.0-0.89,1333,3,4
90,2,object_07,object_03,-1.0,-1,-1,-1.0,0.0,-,,5,1080,0,4,1,forest_14,2,memory-2step-stake-s,577,1563843,0.0-18.0-0.0-0.90,1333,3,4
91,4,object_06,object_09,641.0,8,2,346.0,0.3333333333333333,2,object_04,5,1095,0,2,3,restaurant_12,2,memory-2step-stake-s,578,1571705,0.0-18.0-0.0-0.91,1333,7,8
92,4,object_06,object_09,427.0,7,1,689.0,0.3333333333333333,1,object_01,1,1098,0,3,4,restaurant_12,2,memory-2step-stake-s,579,1579912,0.0-18.0-0.0-0.92,1333,7,8
93,3,object_05,object_02,662.0,6,1,352.0,0.4444444444444444,2,object_04,1,1102,0,3,4,library_10,2,memory-2step-stake-s,580,1587883,0.0-18.0-0.0-0.93,1333,6,5
94,1,object_08,object_10,-1.0,-1,-1,-1.0,0.0,-,,5,1102,0,6,1,desert_9,2,memory-2step-stake-s,581,1594389,0.0-18.0-0.0-0.94,1333,2,1
95,4,object_09,object_06,591.0,7,2,531.0,0.6666666666666666,1,object_01,1,1108,0,6,1,restaurant_16,2,memory-2step-stake-s,582,1602741,0.0-18.0-0.0-0.95,1333,8,7
96,3,object_05,object_02,1113.0,6,1,614.0,0.5555555555555556,2,object_04,1,1113,0,6,5,library_29,2,memory-2step-stake-s,583,1611078,0.0-18.0-0.0-0.96,1333,6,5
97,2,object_03,object_07,429.0,3,2,292.0,0.8888888888888888,1,object_01,5,1153,0,8,4,forest_30,2,memory-2step-stake-s,584,1619395,0.0-18.0-0.0-0.97,1333,4,3
98,3,object_05,object_02,938.0,6,1,583.0,0.0,2,object_04,1,1153,0,8,0,library_6,2,memory-2step-stake-s,585,1627191,0.0-18.0-0.0-0.98,1333,6,5
99,2,object_03,object_07,614.0,4,1,374.0,0.1111111111111111,2,object_04,5,1158,0,6,1,forest_20,2,memory-2step-stake-s,586,1634880,0.0-18.0-0.0-0.99,1333,4,3
100,1,object_10,object_08,857.0,1,1,304.0,0.8888888888888888,1,object_01,5,1198,0,8,2,desert_27,2,memory-2step-stake-s,587,1643211,0.0-18.0-0.0-0.100,1333,1,2
101,4,object_09,object_06,766.0,8,1,235.0,0.3333333333333333,2,object_04,1,1201,0,8,3,restaurant_4,2,memory-2step-stake-s,588,1650965,0.0-18.0-0.0-0.101,1333,8,7
102,3,object_05,object_02,649.0,5,2,274.0,0.7777777777777778,1,object_01,1,1208,0,7,0,library_12,2,memory-2step-stake-s,589,1659160,0.0-18.0-0.0-0.102,1333,6,5
103,4,object_06,object_09,-1.0,-1,-1,-1.0,0.0,-,,1,1208,0,5,2,restaurant_22,2,memory-2step-stake-s,590,1665671,0.0-18.0-0.0-0.103,1333,7,8
104,2,object_07,object_03,643.0,4,2,248.0,0.3333333333333333,2,object_04,5,1223,0,5,3,forest_18,2,memory-2step-stake-s,591,1673436,0.0-18.0-0.0-0.104,1333,3,4
105,2,object_07,object_03,837.0,3,1,272.0,0.4444444444444444,1,object_01,5,1243,0,4,5,forest_15,2,memory-2step-stake-s,592,1681329,0.0-18.0-0.0-0.105,1333,3,4
106,1,object_10,object_08,659.0,1,1,304.0,0.2222222222222222,1,object_01,5,1253,0,2,2,desert_27,2,memory-2step-stake-s,593,1689049,0.0-18.0-0.0-0.106,1333,1,2
107,2,object_03,object_07,1224.0,3,2,568.0,0.5555555555555556,1,object_01,1,1258,0,5,1,forest_21,2,memory-2step-stake-s,594,1697337,0.0-18.0-0.0-0.107,1333,4,3
108,4,object_09,object_06,505.0,8,1,582.0,0.0,2,object_04,1,1258,0,6,0,restaurant_28,2,memory-2step-stake-s,595,1705135,0.0-18.0-0.0-0.108,1333,8,7
109,2,object_03,object_07,424.0,3,2,363.0,0.8888888888888888,1,object_01,5,1298,0,8,0,forest_28,2,memory-2step-stake-s,596,1713522,0.0-18.0-0.0-0.109,1333,4,3
110,4,object_06,object_09,1395.0,7,1,665.0,0.7777777777777778,1,object_01,1,1305,0,7,2,restaurant_15,2,memory-2step-stake-s,597,1722107,0.0-18.0-0.0-0.110,1333,7,8
111,4,object_09,object_06,629.0,8,1,477.0,0.3333333333333333,2,object_04,1,1308,0,6,3,restaurant_16,2,memory-2step-stake-s,598,1730103,0.0-18.0-0.0-0.111,1333,8,7
112,4,object_06,object_09,671.0,8,2,996.0,0.4444444444444444,2,object_04,1,1312,0,8,4,restaurant_29,2,memory-2step-stake-s,599,1738718,0.0-18.0-0.0-0.112,1333,7,8
113,1,object_08,object_10,588.0,2,1,558.0,0.4444444444444444,2,object_04,5,1332,0,7,4,desert_24,2,memory-2step-stake-s,600,1746895,0.0-18.0-0.0-0.113,1333,2,1
114,2,object_07,object_03,699.0,3,1,423.0,0.5555555555555556,1,object_01,1,1337,0,5,1,forest_27,2,memory-2step-stake-s,601,1755040,0.0-18.0-0.0-0.114,1333,3,4
115,1,object_08,object_10,974.0,2,1,459.0,0.3333333333333333,2,object_04,5,1352,0,3,3,desert_9,2,memory-2step-stake-s,602,1763016,0.0-18.0-0.0-0.115,1333,2,1
116,3,object_05,object_02,796.0,5,2,286.0,0.0,1,object_01,5,1352,0,0,0,library_10,2,memory-2step-stake-s,603,1770516,0.0-18.0-0.0-0.116,1333,6,5
117,3,object_02,object_05,526.0,5,1,305.0,0.2222222222222222,1,object_01,1,1354,0,2,3,library_27,2,memory-2step-stake-s,604,1778239,0.0-18.0-0.0-0.117,1333,5,6
118,1,object_08,object_10,653.0,2,1,677.0,0.3333333333333333,2,object_04,5,1369,0,1,3,desert_24,2,memory-2step-stake-s,605,1786434,0.0-18.0-0.0-0.118,1333,2,1
119,2,object_07,object_03,934.0,3,1,1031.0,0.1111111111111111,1,object_01,5,1374,0,1,3,forest_12,2,memory-2step-stake-s,606,1794778,0.0-18.0-0.0-0.119,1333,3,4
120,2,object_07,object_03,439.0,3,1,365.0,0.3333333333333333,1,object_01,5,1389,0,3,2,forest_1,2,memory-2step-stake-s,607,1802659,0.0-18.0-0.0-0.120,1333,3,4
